text,comment_id,annotator_id,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech,vote_distributions,rater_method,rater_type
Like Trump said GO BACK TO UR OWN COUNTRY PLEASE!!!!!,44997,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,0.0,1.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""1"": 3, ""0"": 2}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
@oldguynewhandle pakis pretending they r kashmiris 😂,39035,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,3.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""3"": 3, ""4"": 2}, ""dehumanize"": {""1"": 4, ""3"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"soooo that video of dumbass people swarming an asian guy bc he's asian,,,,, i have no words to express my disgust and disappointment. like are u dense????? what made sense in your fucking head to bother a stranger like that and film him.",39668,deepseek-v4-flash_modu_no_slur,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Allah will wreck our plans when He sees that our plans are about to wreck us. Because, He loves us. #زھرا",23303,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""1"": 2, ""0"": 3}, ""respect"": {""0"": 3, ""2"": 2}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 2, ""2"": 2, ""1"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Yep, he's just a racist moron that needs his jaw readjusted, by a dentist, so it hides the extra chromosomes better.",10093,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 4, ""3"": 1}, ""dehumanize"": {""4"": 5}, ""violence"": {""0"": 3, ""1"": 1, ""4"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"Please FB. We must eliminate the criminal and hateful Muslims that are cancerous to our Christian country, which truly is a people of peace and laws.",31961,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""4"": 5}, ""genocide"": {""4"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"It's okay @MarioLopezExtra. We're here to help provide more education on what being #transgender means, the difference between #sexualorientation, #sex, and #gender... and a whole lot of other things. URL",34628,deepseek-v4-flash_modu_no_slur,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""0"": 1, ""1"": 4}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 2, ""1"": 3}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"evangelical christians call Trump ""one of their own"". That means they are pro child rapists, bigots, racists, xenophobic and rapists. Sure doesnt seem Christian to me.",10100,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
And niggas say tyga and nahmih getting wack the fuck you mean,43595,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""3"": 2, ""4"": 3}, ""respect"": {""4"": 5}, ""insult"": {""4"": 4, ""3"": 1}, ""humiliate"": {""4"": 4, ""3"": 1}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 3, ""4"": 1, ""3"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 1, ""1"": 4}, ""hatespeech"": {""0"": 3, ""1"": 2}}",LLM_majority,LLM
'Height of unethical journalism': CNN's Jake Tapper uses racist El Paso shooter to attack Palestinians URL,37823,deepseek-v4-flash_modu_no_slur,4,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""0"": 2, ""1"": 3}, ""insult"": {""0"": 2, ""1"": 1, ""4"": 1, ""3"": 1}, ""humiliate"": {""0"": 3, ""2"": 1, ""4"": 1}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 3, ""1"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Completely racist to not have a black woman play as Mulan! This is an outrage!!!!,45502,deepseek-v4-flash_modu_no_slur,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""0"": 4, ""1"": 1}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"Maybe men should keep their nasty dicks in their fucking pants then, fucking whores.",423,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,1.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""1"": 3, ""4"": 1, ""0"": 1}, ""violence"": {""0"": 2, ""1"": 3}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 4, ""1"": 1}}",LLM_majority,LLM
"The question isn't about whether female soccer players should be getting as much $ as men soccer players, because it's a lucrative career either way, and limited by viewership and advertisement. The real question is this (and it affects all women, not just the rich ones): why is the US the only advanced economy that doesn't federally mandate paid maternity leave? Why aren't women being empowered to seek promotions, or to flee from abusive relationships and exploitative working conditions?",46044,deepseek-v4-flash_modu_no_slur,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 3, ""3"": 2}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 4, ""1"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
can someone slap this dumb hoe,29732,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,2.0,4.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 2, ""3"": 1, ""1"": 2}, ""violence"": {""3"": 1, ""4"": 4}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
Hahaha! Black people should never eat chicken in public! LMFAO! #thafamily,48719,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 4, ""3"": 1}, ""dehumanize"": {""3"": 4, ""4"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
This is a problem easily solved with forced labor camps. They could actually work and benefit the US instead of stealing welfare and committing crimes and murders here. URL,22043,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""4"": 5}, ""genocide"": {""1"": 4, ""0"": 1}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
KILL WHITEY,545,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""2"": 2, ""0"": 2, ""1"": 1}, ""violence"": {""4"": 5}, ""genocide"": {""4"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
I swear y'all make the most stupid shit/people go viral!!! FUCK THIS BITCH. FUCK ICE. FUCK AMERIKKKA. FREE EVERY UNDOCUMENTED PERSON/CHILD. URL,30337,deepseek-v4-flash_modu_no_slur,4,4.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 3, ""2"": 2}, ""insult"": {""4"": 2, ""0"": 2, ""3"": 1}, ""humiliate"": {""4"": 2, ""3"": 1, ""1"": 1, ""0"": 1}, ""status"": {""2"": 4, ""4"": 1}, ""dehumanize"": {""3"": 1, ""0"": 3, ""1"": 1}, ""violence"": {""0"": 4, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 3, ""2"": 2}, ""hatespeech"": {""0"": 3, ""2"": 1, ""1"": 1}}",LLM_majority,LLM
Some of us are just legit guys who were raised well and know how to treat ladies . No hidden agendas,28256,deepseek-v4-flash_modu_no_slur,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""1"": 4, ""0"": 1}, ""respect"": {""0"": 1, ""1"": 4}, ""insult"": {""0"": 4, ""1"": 1}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
His jew lawyer also had sexual charges against him,49482,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,2,"{""sentiment"": {""3"": 1, ""4"": 4}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""3"": 1, ""4"": 4}, ""status"": {""3"": 4, ""4"": 1}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 3, ""3"": 2}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
Grown men fighting to take away the rights of women. What a disgusting world we live in.,3428,deepseek-v4-flash_modu_no_slur,4,3.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 2, ""1"": 1, ""3"": 2}, ""insult"": {""4"": 2, ""0"": 1, ""2"": 2}, ""humiliate"": {""4"": 2, ""0"": 2, ""1"": 1}, ""status"": {""1"": 3, ""4"": 2}, ""dehumanize"": {""0"": 4, ""1"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 4, ""0"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
Modern men are such betas that I don't think we're judging harshly enough.,7000,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 4, ""3"": 1}, ""dehumanize"": {""4"": 4, ""3"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"All brown and black countries are riddled with crime, poverty, and pollution due to the homogenous population's intellectual hindrance. Facts are racist.",46047,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
@HeenaShirodkar @shakira97981861 @MajorPoonia And Then your country does not play just Of Pakistan .The had showed their real face and Instead the beat sportmanship in that match Now They have reap what they sow before.,29144,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,0,"{""sentiment"": {""3"": 3, ""4"": 2}, ""respect"": {""4"": 4, ""2"": 1}, ""insult"": {""4"": 4, ""3"": 1}, ""humiliate"": {""3"": 2, ""4"": 3}, ""status"": {""3"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""1"": 2, ""0"": 3}, ""genocide"": {""0"": 4, ""1"": 1}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
soooo men are trash,26417,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 3, ""1"": 2}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
turn you to a bbc slut when you take my dick balls deep in your tiny white ass URL,33697,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,3.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 3, ""3"": 2}, ""violence"": {""1"": 1, ""3"": 3, ""0"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
@ohiomail No one should stay at her place. Which monkey? I would have had some choice words for her thst she would never refer to to a African American person as a monkey again.,23985,deepseek-v4-flash_modu_no_slur,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""0"": 3, ""1"": 1, ""3"": 1}, ""insult"": {""3"": 2, ""0"": 3}, ""humiliate"": {""0"": 4, ""1"": 1}, ""status"": {""2"": 5}, ""dehumanize"": {""1"": 1, ""0"": 4}, ""violence"": {""1"": 2, ""0"": 3}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 3, ""0"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"I would facefuck her first, then pull that skirt up and fuck that pussy until she begs for my cum like a little slut",11495,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 4, ""1"": 1}, ""violence"": {""4"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
It's Jesus trying to communicate through ghetto bums with paper.,8783,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,1,"{""sentiment"": {""3"": 1, ""4"": 4}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 4, ""3"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""0"": 1, ""2"": 2, ""1"": 2}}",LLM_majority,LLM
Happy #pridemonth. A necessary reminder for all allies to continually and consistently stand against bigotry and in solidarity with the #lgbt+ community URL,25361,deepseek-v4-flash_modu_no_slur,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,"{""sentiment"": {""0"": 5}, ""respect"": {""0"": 5}, ""insult"": {""0"": 5}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""0"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"oh man we dont need that west movement where 81% are hindus and many people are vegiterian already. Dont bring this west thing myan , u want us not to sacrifice animals in our festivals thats our culture and we dont need fucking christans telling us sacrificing animals is not morale , what about KFC, macdonalds this is worse then wave of lgbtq people.",15535,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 3, ""3"": 2}, ""dehumanize"": {""1"": 2, ""0"": 3}, ""violence"": {""1"": 2, ""0"": 3}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
>These hoes aint loyal 1961 Colourised.,17766,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,2,"{""sentiment"": {""3"": 3, ""4"": 2}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 4, ""3"": 1}, ""dehumanize"": {""4"": 3, ""3"": 2}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 4, ""1"": 1}}",LLM_majority,LLM
Why is Mulan not black? Please someone answer this question kindly:,41122,deepseek-v4-flash_modu_no_slur,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,"{""sentiment"": {""2"": 5}, ""respect"": {""2"": 5}, ""insult"": {""0"": 4, ""2"": 1}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""2"": 5}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"The northern tribes are a bunch of pussies. They engaged in constant warfare and conquest .... it bares mentioning that when they did so, they would slaughter unarmed men, women and children without hesitation. They should be grateful that they were shown a level of mercy that they never showed their vanquished foes.",7894,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""1"": 4, ""3"": 1}, ""violence"": {""0"": 3, ""3"": 1, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
">Now there is another wackadoo called Shelle that she has shifted her allegiance to While not nice, at least you can through some churchy sounding words point your mother to repentance for putting some whackadoodle over the actual leadership of the church.",1054,deepseek-v4-flash_modu_no_slur,3,,,,,,,,,0,"{""sentiment"": {""3"": 4, ""4"": 1}, ""respect"": {}, ""insult"": {}, ""humiliate"": {}, ""status"": {}, ""dehumanize"": {}, ""violence"": {}, ""genocide"": {}, ""attack_defend"": {}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
I got a grip of pregnant homegirls but I ain't seen not one baby daddy in any of they pictures... Where y'all niggas at? Hiding and shit,26998,deepseek-v4-flash_modu_no_slur,3,4.0,4.0,4.0,4.0,2.0,0.0,0.0,4.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""3"": 1, ""4"": 4}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""3"": 2, ""1"": 2, ""0"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""1"": 2, ""2"": 1, ""0"": 2}}",LLM_majority,LLM
WAIT WHY ISN'T MULAN IRANIAN? WHERE'S THE REPRESENTATION?,41686,deepseek-v4-flash_modu_no_slur,3,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""3"": 5}, ""respect"": {""1"": 2, ""2"": 2, ""3"": 1}, ""insult"": {""0"": 2, ""1"": 3}, ""humiliate"": {""0"": 5}, ""status"": {""2"": 5}, ""dehumanize"": {""0"": 5}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 3, ""0"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
"What are you on about, you tedious faggot?",17158,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 4, ""3"": 1}, ""dehumanize"": {""1"": 2, ""0"": 3}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
@Warrior4War The soulless terrorist is happy coz the infidels are dead & their women are going to be raped. Nothing brings these lifeforms more pleasure than causing pain & suffering to those who reject their evil ideology. The World would be a much better place if all these rats were killed.,24488,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""4"": 5}, ""violence"": {""4"": 5}, ""genocide"": {""4"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
British people are fucking psycho's. URL,30967,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 5}, ""dehumanize"": {""0"": 1, ""1"": 3, ""2"": 1}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"This ""well mannered"" #BeachDebbie attacked an African-American woman while telling her ""go back to where she came from"". Trump supporter?   URL",39321,deepseek-v4-flash_modu_no_slur,4,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0,"{""sentiment"": {""4"": 5}, ""respect"": {""0"": 2, ""1"": 2, ""2"": 1}, ""insult"": {""1"": 1, ""4"": 2, ""0"": 1, ""3"": 1}, ""humiliate"": {""4"": 2, ""1"": 2, ""0"": 1}, ""status"": {""3"": 1, ""4"": 3, ""2"": 1}, ""dehumanize"": {""0"": 3, ""1"": 2}, ""violence"": {""0"": 4, ""1"": 1}, ""genocide"": {""0"": 5}, ""attack_defend"": {""1"": 4, ""2"": 1}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
**BEHEAD ALL THOSE WHO INSULT MUSKSLAM AND THE PROPHET MUSKHAMMED (UPMUSKS BE UPON HIM)**,4811,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 2, ""3"": 2, ""0"": 1}, ""dehumanize"": {""3"": 3, ""1"": 1, ""0"": 1}, ""violence"": {""4"": 3, ""0"": 1, ""1"": 1}, ""genocide"": {""0"": 1, ""4"": 2, ""1"": 2}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
@HillaryClinton U know what...send them back to their home country,25872,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,1.0,0.0,4.0,2,"{""sentiment"": {""4"": 4, ""3"": 1}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 3, ""3"": 2}, ""dehumanize"": {""1"": 4, ""0"": 1}, ""violence"": {""2"": 1, ""1"": 4}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""1"": 2, ""2"": 3}}",LLM_majority,LLM
Why are most of these women protesters fat and ugly?,49844,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,2,"{""sentiment"": {""4"": 5}, ""respect"": {""4"": 5}, ""insult"": {""4"": 5}, ""humiliate"": {""4"": 5}, ""status"": {""4"": 4, ""3"": 1}, ""dehumanize"": {""1"": 3, ""0"": 2}, ""violence"": {""0"": 5}, ""genocide"": {""0"": 5}, ""attack_defend"": {""4"": 5}, ""hatespeech"": {""2"": 5}}",LLM_majority,LLM
"And I thought I was going to hell for punching those orphans. They had it coming though. Thank god, now I know I'm going to heaven",11055,deepseek-v4-flash_modu_no_slur,4,4.0,4.0,4.0,3.0,0.0,3.0,0.0,4.0,0,"{""sentiment"": {""3"": 2, ""4"": 3}, ""respect"": {""4"": 2}, ""insult"": {""4"": 2}, ""humiliate"": {""4"": 2}, ""status"": {""4"": 1, ""3"": 1}, ""dehumanize"": {""1"": 1, ""0"": 1}, ""violence"": {""4"": 1, ""3"": 1}, ""genocide"": {""0"": 2}, ""attack_defend"": {""4"": 2}, ""hatespeech"": {""0"": 5}}",LLM_majority,LLM
